date,tmin,tmax,prcp,snow,snwd,awnd
21/11/2020,41,73,0,0,0,0.89
24/11/2020,32,55,0,0,0,1.34
01/12/2020,32,47,0,0,0,8.95
04/12/2020,39,65,0.31,0,0,8.95
05/12/2020,37,57,0.08,0,0,7.61
07/12/2020,35,44,0.35,0,0,4.92
14/12/2020,37,59,1.12,0,0,5.82
16/12/2020,35,39,0.94,0,0,7.38
17/12/2020,35,52,0,0,0,3.8
18/12/2020,29,48,0,0,0,2.91
19/12/2020,26,49,0,0,0,2.91
26/12/2020,20,41,0,0,0,4.92
03/01/2021,44,55,0.93,0,0,3.13
11/01/2021,27,48,0.05,0,0,1.57
14/01/2021,37,55,0,0,0,4.7
18/01/2021,30,50,0,0,0,5.37
21/01/2021,31,54,0.01,0,0,3.58
22/01/2021,36,60,0,0,0,3.58
28/01/2021,29,40,0.36,1.6,2,8.72
29/01/2021,25,39,0,0,0,4.03
09/02/2021,38,65,0,0,0,2.01
10/02/2021,40,50,0,0,0,6.71
16/02/2021,34,60,0.01,0,0,9.4
24/02/2021,34,72,0,0,0,7.38
03/03/2021,34,63,0,0,0,1.34
11/03/2021,47,76,0,0,0,11.41
13/03/2021,53,69,0,0,0,2.46
19/03/2021,37,57,0.1,0,0,11.18
01/04/2021,37,61,0,0,0,8.95
05/04/2021,42,76,0,0,0,2.91
08/04/2021,53,83,0,0,0,5.37
11/04/2021,59,79,0.2,0,0,9.84
15/04/2021,52,69,0,0,0,5.14
24/04/2021,44,61,0.27,0,0,6.26
27/04/2021,51,84,0,0,0,10.96
28/04/2021,61,85,0,0,0,11.41
06/05/2021,49,68,0,0,0,4.25
09/05/2021,49,83,0,0,0,13.87
19/05/2021,51,84,0,0,0,2.01
22/05/2021,52,89,0,0,0,3.13
26/05/2021,70,94,0,0,0,6.04
28/05/2021,68,92,0.02,0,0,9.17
01/06/2021,53,83,0,0,0,3.8
02/06/2021,60,81,1.82,0,0,5.14
05/06/2021,67,89,0,0,0,2.68
10/06/2021,71,86,1,0,0,5.82
11/06/2021,72,89,0.11,0,0,6.49
20/06/2021,71,82,1.45,0,0,6.49
22/06/2021,64,79,1.03,0,0,8.5
01/07/2021,72,91,0.18,0,0,13.65
02/07/2021,66,79,1.08,0,0,5.59
07/07/2021,70,91,0,0,0,8.72
11/07/2021,73,91,0,0,0,6.71
17/07/2021,73,92,0,0,0,9.62
31/07/2021,73,91,0,0,0,5.82
05/08/2021,62,86,0,0,0,4.47
07/08/2021,67,78,0.32,0,0,2.24
21/08/2021,72,88,0,0,0,2.91
22/08/2021,70,92,0.35,0,0,2.68
06/09/2021,66,84,0,0,0,5.14
21/09/2021,67,80,0.31,0,0,7.61
24/09/2021,51,76,0,0,0,3.36
27/09/2021,51,84,0,0,0,3.58
02/10/2021,58,85,0,0,0,5.59
06/10/2021,67,83,0,0,0,6.26
08/10/2021,67,75,0.02,0,0,6.26
19/10/2021,42,75,0,0,0,2.24
21/10/2021,48,79,0,0,0,8.28
30/10/2021,49,61,0,0,0,7.16
08/11/2021,34,71,0,0,0,2.68
09/11/2021,38,77,0,0,0,2.91
14/11/2021,29,58,0,0,0,3.13
16/11/2021,30,67,0,0,0,3.36
18/11/2021,52,76,0,0,,9.84
20/11/2021,26,54,0,0,0,2.68
25/11/2021,29,63,0,0,0,6.49
27/11/2021,28,54,0,0,0,3.58
03/12/2021,44,74,0,0,0,3.8
05/12/2021,42,62,0,0,0,5.37
09/12/2021,27,45,0,0,0,3.36
16/12/2021,36,69,0,0,0,5.82
19/12/2021,34,65,0.67,0,0,7.83
24/12/2021,35,63,0,0,0,11.63
27/12/2021,45,66,0,0,0,3.13
29/12/2021,61,73,0.02,0,0,11.86
01/01/2022,64,79,0.43,0,0,14.3
09/01/2022,37,66,0.62,0,0,9.2
21/01/2022,22,30,0.15,1.5,2,10.7
22/01/2022,19,35,0.06,0.79,2,3.8
27/01/2022,20,43,0,0,0,2.7
09/02/2022,28,60,0,0,0,3.6
19/02/2022,28,60,0,0,0,5.6
21/02/2022,32,71,0,0,0,3.6
28/02/2022,32,60,0,0,0,4.5
01/03/2022,32,68,0,0,0,4
03/03/2022,46,84,0,0,0,7.4
07/03/2022,63,82,0.11,0,0,18.3
11/03/2022,45,61,0.06,0,0,3.4
19/03/2022,61,79,0,0,0,16.1
17/03/2022,55,70,0.55,0,0,5.1
26/03/2022,44,62,0,0,0,8.1
30/03/2022,40,75,0,0,0,8.1
04/04/2022,38,68,0,0,0,6.3
05/04/2022,52,76,0.36,0,0,8.5
18/04/2022,41,56,1.39,0,0,
21/04/2022,43,75,0,0,0,4.9
22/04/2022,53,83,0,0,0,4.5
26/04/2022,60,88,0.06,0,0,8.7
27/04/2022,50,72,0,0,0,5.4
07/05/2022,53,75,0.02,0,0,8.7
21/05/2022,69,93,0.29,0,0,7.6
22/05/2022,69,90,0,0,0,8.9
09/01/2017,9,31,0,0,1.2,2.46
11/01/2017,40,57,0,0,0,6.04
19/01/2017,36,63,0,0,0,1.34
20/01/2017,46,59,0.09,0,0,2.91
24/01/2017,41,63,0,0,0,6.04
26/01/2017,43,70,0.06,0,0,13.42
30/01/2017,30,46,0,0,0,6.26
06/02/2017,31,68,0,0,0,4.7
10/02/2017,26,51,0,0,0,6.71
12/02/2017,58,83,0.05,0,0,11.41
16/02/2017,32,53,0,0,0,6.71
06/03/2017,34,65,0,0,0,6.71
13/03/2017,26,42,0.56,0,0,8.28
15/03/2017,24,40,0,0,0,10.51
17/03/2017,23,58,0.03,0,0,4.92
22/03/2017,39,64,0,0,0,8.28
23/03/2017,31,56,0,0,0,7.38
01/04/2017,49,75,0,0,0,6.04
02/04/2017,49,69,0,0,0,6.04
15/04/2017,61,85,0,0,0,9.62
16/04/2017,60,82,0,0,0,12.75
17/04/2017,62,86,0.05,0,0,9.84
20/04/2017,56,85,0,0,0,5.82
21/04/2017,63,89,0.21,0,0,6.93
01/05/2017,68,85,0.29,0,0,15.66
11/05/2017,61,84,0.48,0,0,4.92
12/05/2017,54,61,0.07,0,0,7.61
18/05/2017,66,86,0,0,0,10.96
26/05/2017,59,81,0,0,0,7.83
30/05/2017,68,82,0.06,0,0,4.03
03/06/2017,57,88,0,0,0,3.36
05/06/2017,67,85,1.54,0,0,6.04
11/06/2017,67,90,0,0,0,6.26
16/06/2017,70,89,2.3,0,0,4.03
18/06/2017,74,91,0.17,0,0,8.72
25/06/2017,67,84,0,0,0,3.58
28/06/2017,57,83,0,0,0,4.25
13/07/2017,78,97,0,0,0,8.5
14/07/2017,77,97,0,0,0,9.4
18/07/2017,71,89,0,0,0,5.14
28/07/2017,75,94,0.21,0,0,7.61
30/07/2017,63,85,0,0,0,6.26
18/08/2017,75,98,0.01,0,0,7.38
19/08/2017,73,92,0.05,0,0,2.91
20/08/2017,71,95,0,0,0,3.58
30/08/2017,59,84,0,0,0,1.79
01/09/2017,64,78,1.06,0,0,7.83
05/09/2017,64,90,0.06,0,0,8.05
06/09/2017,61,82,0.52,0,0,4.92
11/09/2017,58,67,0.01,0,0,12.75
28/09/2017,63,94,0,0,0,3.13
02/10/2017,47,76,0,0,0,4.92
06/10/2017,55,86,0,0,0,2.91
11/10/2017,73,89,1.12,0,0,8.05
12/10/2017,65,77,0,0,0,8.28
13/10/2017,63,71,0,0,0,7.38
14/10/2017,62,78,0,0,0,3.13
26/10/2017,40,63,0,0,0,3.8
29/10/2017,41,68,0.78,0,0,7.61
05/11/2017,51,70,0,0,0,2.46
18/11/2017,33,67,0,0,0,11.41
19/11/2017,34,64,0.08,0,0,9.17
20/11/2017,28,57,0,0,0,2.01
04/12/2017,33,61,0,0,0,2.46
14/12/2017,30,57,0,0,0,7.38
01/01/2018,13,28,0,0,0,6.49
07/01/2018,4,30,0,0,0,2.68
14/01/2018,21,33,0,0,0,8.72
19/01/2018,19,49,0,0,3.9,3.58
20/01/2018,26,56,0,0,1.2,5.59
23/01/2018,47,70,0.83,0,0,15.66
24/01/2018,34,54,0,0,0,4.03
27/01/2018,31,67,0,0,0,6.26
28/01/2018,52,60,1.3,0,0,5.14
07/02/2018,44,65,0.21,0,0,8.5
17/02/2018,40,56,0.06,0,0,6.93
02/03/2018,41,55,0,0,0,14.99
03/03/2018,35,57,0,0,0,8.72
12/03/2018,32,38,0.92,1.4,0,7.16
20/03/2018,36,57,1.05,0,0,8.72
01/04/2018,41,75,0,0,0,7.61
04/04/2018,48,77,0,0,0,13.87
10/04/2018,39,62,0,0,0,5.37
11/04/2018,38,62,0,0,0,5.37
13/04/2018,52,80,0,0,0,14.32
15/04/2018,61,82,3.31,0,0,12.53
21/04/2018,37,68,0,0,0,4.47
26/04/2018,48,75,0.18,0,0,3.36
27/04/2018,54,73,0.01,0,0,4.92
01/05/2018,45,83,0,0,0,4.47
13/05/2018,66,93,0,0,0,6.04
14/05/2018,68,93,0,0,0,8.05
18/05/2018,71,82,0.23,0,0,8.28
25/05/2018,65,86,0,0,0,5.82
26/05/2018,68,87,0.33,0,0,8.5
07/06/2018,62,85,0,0,0,4.92
12/06/2018,63,70,0.01,0,0,6.26
16/06/2018,65,90,0,0,0,4.47
18/06/2018,74,94,0,0,0,4.92
20/06/2018,73,94,0,0,0,4.47
24/06/2018,73,96,0.07,0,0,7.61
26/06/2018,66,74,0.74,0,0,6.93
06/07/2018,71,93,0.34,0,0,3.8
08/07/2018,62,82,0,0,0,8.05
10/07/2018,59,91,0,0,0,2.46
16/07/2018,74,95,0,0,0,8.05
18/07/2018,72,89,0,0,0,6.71
19/07/2018,63,90,0,0,0,7.16
21/07/2018,69,88,0.01,0,0,6.71
23/07/2018,70,88,0.02,0,0,6.26
25/07/2018,69,82,0.27,0,0,3.8
01/08/2018,73,90,0.02,0,0,9.17
07/08/2018,71,93,0.2,0,0,6.71
09/08/2018,69,90,0,0,0,4.7
10/08/2018,69,91,0,0,0,2.01
13/08/2018,67,85,0.08,0,0,3.58
20/08/2018,68,87,0.86,0,0,4.47
27/08/2018,69,93,0,0,0,4.03
31/08/2018,69,92,0.27,0,0,3.8
10/09/2018,67,88,0.26,0,0,4.47
28/09/2018,65,79,0.02,0,0,4.92
01/10/2018,60,82,0,0,0,2.01
03/10/2018,64,86,0,0,0,2.68
04/10/2018,66,89,0,0,0,2.68
07/10/2018,66,87,0,0,0,2.91
08/10/2018,69,85,0,0,0,6.26
11/10/2018,63,79,2.6,0,0,11.63
13/10/2018,48,70,0,0,0,3.36
15/10/2018,59,80,0,0,0,5.59
17/10/2018,53,71,0,0,0,3.58
18/10/2018,43,62,0,0,0,4.47
25/10/2018,36,55,0,0,0,1.34
05/11/2018,54,62,0.82,0,0,3.8
06/11/2018,57,74,0.03,0,0,7.38
10/11/2018,34,52,0,0,0,6.26
24/11/2018,36,45,0.72,0,0,5.14
29/11/2018,25,51,0,0,0,3.13
02/12/2018,58,71,0,0,0,10.96
10/12/2018,30,34,0.73,1.9,1.2,7.61
17/12/2018,36,61,0,0,0,5.82
20/12/2018,45,66,0.68,0,0,8.72
22/12/2018,34,53,0,0,0,6.71
30/12/2018,45,59,0.01,0,0,2.91
07/01/2019,40,51,0,0,0,6.93
25/01/2019,27,47,0,0,0,3.58
04/02/2019,37,68,0,0,0,2.68
10/02/2019,27,43,0,0,0,3.8
16/02/2019,34,58,0.45,0,0,8.05
18/02/2019,38,63,0.42,0,0,6.71
19/02/2019,33,45,0.25,0,0,5.37
21/02/2019,35,59,0.14,0,0,4.25
24/02/2019,41,65,0.05,0,0,8.72
02/03/2019,37,59,0,0,0,4.25
16/03/2019,40,59,0,0,0,4.92
19/03/2019,33,55,0,0,0,6.26
21/03/2019,44,59,0.58,0,0,6.26
26/03/2019,39,56,0.06,0,0,10.07
02/04/2019,31,40,0.35,0,0,5.82
13/04/2019,64,70,0.93,0,0,5.59
14/04/2019,66,79,0.28,0,0,11.86
17/04/2019,48,80,0,0,0,6.71
20/04/2019,49,66,0.02,0,0,12.53
01/05/2019,63,84,0,0,0,8.05
05/05/2019,63,77,0.36,0,0,6.71
07/05/2019,58,79,0,0,0,4.47
09/05/2019,63,83,0,0,0,8.05
12/05/2019,65,76,0,0,0,11.63
27/05/2019,68,89,0,0,0,3.13
04/06/2019,57,84,0,0,0,6.93
09/06/2019,70,80,0.09,0,0,6.93
10/06/2019,72,87,0.14,0,0,6.49
22/06/2019,63,84,0.01,0,0,4.03
25/06/2019,70,90,0,0,0,5.14
12/07/2019,73,92,0.08,0,0,8.05
13/07/2019,73,95,0,0,0,4.92
16/07/2019,71,96,0,0,0,3.36
18/07/2019,74,96,0.02,0,0,7.61
05/08/2019,68,85,0.22,0,0,2.68
15/08/2019,72,90,0,0,0,3.8
30/08/2019,57,90,0,0,0,3.13
31/08/2019,62,89,0,0,0,2.91
03/09/2019,68,91,0,0,0,3.13
05/09/2019,70,79,0.93,0,0,11.86
08/09/2019,66,89,0,0,0,4.03
21/09/2019,55,88,0,0,0,5.14
24/09/2019,64,89,0,0,0,3.8
25/09/2019,63,87,0,0,0,6.04
28/09/2019,71,94,0,0,0,7.61
05/10/2019,58,68,0,0,0,8.72
06/10/2019,57,82,0,0,0,4.47
21/10/2019,50,74,0,0,0,4.47
23/10/2019,44,69,0,0,0,2.24
25/10/2019,52,75,0,0,0,1.12
26/10/2019,53,79,0,0,0,6.04
02/11/2019,36,62,0,0,0,1.12
04/11/2019,33,64,0,0,0,2.24
08/11/2019,33,58,0.1,0,0,7.61
09/11/2019,27,52,0,0,0,2.68
10/11/2019,29,65,0,0,0,5.82
12/11/2019,29,56,0.94,0,0,6.71
21/11/2019,31,59,0,0,0,3.58
28/11/2019,41,59,0,0,0,7.16
29/11/2019,33,56,0,0,0,1.12
02/12/2019,38,50,0,0,0,7.83
03/12/2019,35,51,0,0,0,5.14
04/12/2019,33,57,0,0,0,4.7
21/12/2019,30,49,0,0,0,2.01
03/01/2020,46,58,1.53,0,0,3.58
05/01/2020,37,51,0,0,0,7.61
16/01/2020,46,64,0,0,0,7.83
19/01/2020,32,56,0.01,0,0,9.17
23/01/2020,25,49,0,0,0,4.7
27/01/2020,31,54,0.12,0,0,2.68
28/01/2020,34,53,0,0,0,2.24
31/01/2020,28,47,0.6,0,0,4.47
09/02/2020,31,54,0,0,0,4.7
13/02/2020,50,69,0.57,0,0,11.41
16/02/2020,31,55,0.05,0,0,3.58
24/02/2020,46,54,0.18,0,0,6.93
27/02/2020,36,50,0,0,0,9.4
04/03/2020,47,60,0,0,0,5.82
07/03/2020,34,54,0,0,0,5.82
13/03/2020,63,75,0.07,0,0,8.95
16/03/2020,42,59,0,0,0,4.47
21/03/2020,50,73,0.07,0,0,6.26
28/03/2020,62,89,0,0,0,7.16
01/04/2020,44,59,0,0,0,6.04
02/04/2020,41,66,0,0,0,5.37
03/04/2020,41,72,0,0,0,5.14
07/04/2020,51,84,0,0,0,6.04
11/04/2020,32,67,0,0,0,4.47
17/04/2020,35,73,0,0,0,10.51
26/04/2020,51,74,0.26,0,0,7.16
27/04/2020,44,69,0,0,0,6.26
30/04/2020,55,69,1.67,0,0,8.72
06/05/2020,49,72,0,0,0,6.93
09/05/2020,39,63,0,0,0,5.14
11/05/2020,46,67,0,0,0,8.5
12/05/2020,38,65,0,0,0,3.8
26/05/2020,66,79,0,0,0,6.93
31/05/2020,57,77,0,0,0,6.71
02/06/2020,55,85,0,0,0,11.18
04/06/2020,71,92,0,0,0,10.29
07/06/2020,69,88,0,0,0,5.37
13/06/2020,63,83,0,0,0,7.16
15/06/2020,58,65,0.77,0,0,9.84
16/06/2020,59,62,0.52,0,0,11.18
26/06/2020,63,89,0,0,0,2.91
03/07/2020,66,94,0,0,0,2.24
04/07/2020,68,94,0.07,0,0,3.36
10/07/2020,71,95,0.25,0,0,4.7
13/07/2020,68,92,0.08,0,0,4.47
22/07/2020,73,96,0,0,0,8.95
30/07/2020,72,89,0,0,0,7.16
06/08/2020,72,87,0.06,0,0,2.91
07/08/2020,72,89,0.01,0,0,4.7
08/08/2020,71,90,0,0,0,3.8
12/08/2020,72,91,0,0,0,4.7
14/08/2020,72,89,0.63,0,0,3.58
16/08/2020,67,79,0.02,0,0,4.25
17/08/2020,64,86,0.11,0,0,2.46
20/08/2020,68,85,0,0,0,5.37
24/08/2020,74,86,0,0,0,7.38
26/08/2020,71,89,0,0,0,3.58
05/09/2020,61,81,0,0,0,6.26
08/09/2020,62,84,0.03,0,0,5.59
10/09/2020,74,88,0,0,0,3.13
15/09/2020,59,75,0,0,0,8.72
29/09/2020,59,85,0.68,0,0,7.61
04/10/2020,48,68,0,0,0,3.8
08/10/2020,58,83,0,0,0,2.46
09/10/2020,56,72,0,0,0,5.14
17/10/2020,46,64,0,0,0,4.92
28/10/2020,57,72,0.05,0,0,4.03
31/10/2020,44,60,0,0,0,5.82
04/11/2020,37,70,0,0,0,1.34
23/11/2020,40,63,0.01,0,0,4.92
27/11/2020,49,67,0,0,0,2.46
29/11/2020,36,63,0.54,0,0,3.58
21/12/2020,42,55,0,0,0,6.93
25/12/2020,26,57,0.05,0,0,10.51
27/12/2020,24,51,0,0,0,2.24
29/12/2020,32,51,0,0,0,5.14
30/12/2020,26,46,0.06,0,0,1.79
01/01/2021,41,55,0.65,0,0,7.83
02/01/2021,42,57,0.6,0,0,3.13
07/01/2021,27,49,0,0,0,2.91
08/01/2021,35,40,0.35,0,0,5.59
12/01/2021,34,56,0.09,0,0,1.79
19/01/2021,27,57,0,0,0,6.04
23/01/2021,25,48,0,0,0,4.03
25/01/2021,39,46,0.37,0,0,3.8
02/02/2021,33,45,0,0,0,9.4
04/02/2021,23,53,0,0,0,5.14
15/02/2021,35,43,0.63,0,0,6.26
19/02/2021,32,44,0.42,0,0,4.7
05/03/2021,34,52,0,0,0,4.7
06/03/2021,33,55,0,0,0,2.68
09/03/2021,33,72,0,0,0,3.36
16/03/2021,35,45,0.37,0,0,4.92
27/03/2021,55,77,0.91,0,0,4.25
30/03/2021,40,74,0,0,0,7.38
13/04/2021,49,76,0,0,0,4.03
17/04/2021,43,65,0,0,0,0.89
22/04/2021,32,61,0,0,0,5.82
03/05/2021,66,79,0.2,0,0,11.86
07/05/2021,43,64,0.33,0,0,2.91
25/05/2021,65,85,0,0,0,4.7
31/05/2021,51,75,0,0,0,1.34
04/06/2021,71,85,0.02,0,0,5.82
07/06/2021,72,89,0,0,0,8.28
12/06/2021,70,80,0.03,0,0,7.38
17/06/2021,58,82,0,0,0,3.58
18/06/2021,56,88,0,0,0,5.37
19/06/2021,71,92,0,0,0,11.63
21/06/2021,72,91,0,0,0,9.4
23/06/2021,59,79,0,0,0,5.59
24/06/2021,57,79,0,0,0,6.93
26/06/2021,70,86,0.03,0,0,4.7
29/06/2021,71,91,0,0,0,5.59
04/07/2021,60,84,0,0,0,2.24
13/07/2021,73,90,0,0,0,9.4
21/07/2021,71,89,0,0,0,4.25
22/07/2021,70,86,0,0,0,4.92
23/07/2021,66,87,0,0,0,4.25
03/08/2021,66,75,0.11,0,0,7.16
19/08/2021,73,94,0.44,0,0,3.8
23/08/2021,68,92,0,0,0,2.01
25/08/2021,72,95,0,0,0,2.24
28/08/2021,73,95,0,0,0,4.92
03/09/2021,54,83,0,0,0,3.13
08/09/2021,72,93,0,0,0,7.61
09/09/2021,63,75,1.6,0,0,5.14
12/09/2021,62,87,0,0,0,6.26
19/09/2021,66,90,0,0,0,4.47
20/09/2021,70,84,0,0,0,8.28
22/09/2021,63,80,0.73,0,0,8.95
28/09/2021,59,87,0,0,0,4.7
05/10/2021,66,88,0,0,0,3.36
10/10/2021,64,76,0,0,0,8.05
15/10/2021,59,85,0,0,0,2.91
20/10/2021,45,79,0,0,0,2.01
29/10/2021,55,71,0.58,0,0,9.62
01/11/2021,43,70,0,0,0,2.01
05/11/2021,34,53,0,0,0,6.26
15/11/2021,33,54,0,0,0,4.47
21/11/2021,34,64,0,0,0,1.12
23/11/2021,27,47,0,0,0,3.58
28/11/2021,35,62,0,0,0,4.7
17/12/2021,54,73,0,0,0,6.93
20/12/2021,29,44,0,0,0,4.47
23/12/2021,27,51,0,0,0,2.91
02/01/2022,59,70,0.81,0,0,11.4
03/01/2022,31,60,2.29,0,0,10.3
06/01/2022,37,59,0,0,0,4.7
11/01/2022,27,41,0,0,0,3.4
12/01/2022,25,53,0,0,0,6.3
13/01/2022,27,53,0,0,0,1.6
14/01/2022,37,56,0,0,0,3.6
16/01/2022,25,38,1.22,0,0,12.3
18/01/2022,25,49,0,0,0,3.4
20/01/2022,30,50,0.34,0,0,8.3
30/01/2022,15,44,0,0,0,4.3
31/01/2022,22,53,0,0,0,2.7
01/02/2022,28,52,0,0,0,4.3
06/02/2022,23,44,0,0,0,6.5
14/02/2022,27,50,0,0,0,3.4
25/02/2022,42,69,0.01,0,0,5.4
27/02/2022,36,46,0.19,0,0,3.1
04/03/2022,41,60,0,0,0,6.9
06/03/2022,62,81,0,0,0,14.3
14/03/2022,32,67,0,0,0,3.8
16/03/2022,48,72,0.65,0,0,4.7
18/03/2022,48,77,0,0,0,7.2
28/03/2022,29,61,0,0,0,7.6
08/04/2022,49,68,0.16,0,0,7.4
10/04/2022,39,64,0,0,0,7.8
25/04/2022,59,85,0,0,0,8.5
30/04/2022,55,72,0,0,0,3.6
11/05/2022,53,77,0,0,0,11.2
19/05/2022,70,92,0.01,0,0,9.4
26/05/2022,61,82,0.01,0,0,5.8
28/05/2022,61,82,0.62,0,0,2.5
29/05/2022,59,88,0,0,0,2.7
